first_id,second_id
1,2
3,4
3,5
3,6
3,7
3,8
3,9
3,10
3,11
3,12
3,13
3,14
3,15
3,16
3,17
3,18
3,19
3,20
3,21
3,22
3,23
3,24
3,25
3,26
3,27
3,28
3,29
3,30
3,31
3,32
3,33
3,186
3,188
3,189
3,1111
3,1189
3,506
3,62
3,195
3,36
3,196
3,37
3,200
3,813
3,1657
3,1991
3,628
3,71
3,547
3,209
3,1880
3,834
3,215
3,2183
3,77
3,977
3,548
3,220
3,632
3,838
3,90
3,840
3,92
3,551
3,95
3,231
3,232
3,233
3,983
3,234
3,2398
3,984
3,635
3,99
3,1660
3,552
3,2045
3,614
3,103
3,54
3,39
3,1843
3,106
3,1151
3,246
3,460
3,554
3,1400
3,248
3,2904
3,641
3,117
3,1403
3,988
3,643
3,257
3,850
3,260
3,556
3,122
3,2128
3,125
3,275
3,128
3,1815
3,131
3,3268
3,285
3,2088
3,481
3,3331
3,467
3,140
3,141
3,290
3,3360
3,292
3,2057
3,3380
3,860
3,3080
3,298
3,817
3,818
3,3137
3,2831
3,516
3,617
3,304
3,620
3,519
3,624
3,1211
3,311
3,864
3,1134
3,656
3,1385
3,2678
3,149
3,318
3,323
3,1826
3,332
3,333
3,334
3,659
3,2236
3,1196
3,661
3,788
3,343
3,347
3,350
3,819
3,990
3,569
3,352
3,359
3,2239
3,45
3,1651
3,669
3,602
3,1386
4,34
4,50
4,57
4,458
4,474
4,505
4,188
4,613
4,186
4,4
4,58
4,190
4,51
4,5
4,59
4,52
4,191
4,60
4,35
4,61
4,544
4,192
4,62
4,53
4,6
4,193
4,63
4,64
4,195
4,625
4,7
4,545
4,65
4,196
4,626
4,37
4,197
4,475
4,198
4,66
4,67
4,199
4,200
4,627
4,201
4,202
4,203
4,204
4,205
4,206
4,68
4,628
4,69
4,207
4,70
4,210
4,629
4,211
4,213
4,214
4,215
4,72
4,73
4,74
4,216
4,76
4,630
4,79
4,218
4,80
4,219
4,548
4,631
4,81
4,38
4,82
4,83
4,220
4,509
4,84
4,221
4,85
4,223
4,224
4,632
4,86
4,87
4,225
4,88
4,89
4,459
4,90
4,91
4,226
4,227
4,228
4,229
4,93
4,633
4,551
4,230
4,94
4,634
4,231
4,96
4,233
4,234
4,235
4,97
4,238
4,98
4,635
4,636
4,637
4,100
4,638
4,101
4,102
4,103
4,39
4,241
4,104
4,106
4,107
4,243
4,245
4,246
4,108
4,109
4,110
4,247
4,111
4,248
4,249
4,639
4,251
4,252
4,640
4,114
4,115
4,116
4,254
4,641
4,642
4,117
4,255
4,256
4,643
4,257
4,258
4,644
4,512
4,55
4,119
4,120
4,260
4,41
4,261
4,555
4,262
4,556
4,264
4,12
4,265
4,266
4,267
4,557
4,269
4,270
4,125
4,271
4,42
4,272
4,275
4,276
4,127
4,645
4,646
4,128
4,560
4,129
4,130
4,279
4,561
4,281
4,647
4,131
4,648
4,284
4,134
4,285
4,514
4,481
4,649
4,650
4,287
4,138
4,651
4,563
4,290
4,294
4,296
4,299
4,652
4,300
4,653
4,301
4,302
4,619
4,620
4,146
4,517
4,520
4,147
4,306
4,307
4,308
4,309
4,310
4,654
4,311
4,312
4,313
4,655
4,656
4,314
4,657
4,316
4,318
4,321
4,322
4,658
4,323
4,325
4,328
4,330
4,331
4,333
4,334
4,335
4,337
4,339
4,659
4,340
4,566
4,660
4,568
4,661
4,344
4,345
4,346
4,347
4,662
4,349
4,663
4,664
4,352
4,353
4,355
4,665
4,666
4,358
4,667
4,668
4,359
4,360
4,362
4,363
4,364
4,365
4,366
4,367
4,150
4,151
4,570
4,153
4,669
4,670
4,671
4,469
4,371
4,372
4,672
4,673
4,373
4,156
4,375
4,376
4,377
4,378
4,674
4,675
4,603
4,676
4,677
4,678
4,679
4,573
4,574
4,680
4,681
4,682
4,384
4,683
4,684
4,161
4,685
4,686
4,687
4,688
4,386
4,689
4,690
4,691
4,692
4,693
4,694
4,695
4,696
4,697
4,389
4,698
4,391
4,699
4,393
4,700
4,701
4,398
4,702
4,703
4,402
4,704
4,705
4,706
4,403
4,707
4,708
4,21
4,404
4,709
4,710
4,711
4,712
4,713
4,714
4,408
4,409
4,715
4,716
4,717
4,718
4,410
4,719
4,720
4,721
4,722
4,723
4,526
4,724
4,725
4,411
4,726
4,727
4,728
4,729
4,730
4,731
4,732
4,733
4,734
4,735
4,736
4,737
4,738
4,739
4,412
4,413
4,740
4,741
4,742
4,743
4,744
4,745
4,746
4,747
4,748
4,749
4,750
4,751
4,752
4,753
4,754
4,755
4,756
4,757
4,758
4,759
4,414
4,760
4,761
4,762
4,763
4,764
4,765
4,766
4,767
4,768
4,769
